user_id,/,/about,/features,/features/desktop,/features/mobile,/features/web,/pricing,/signup,/tutorial/end,/tutorial/intro,/tutorial/step-four,/tutorial/step-one,/tutorial/step-three,/tutorial/step-two
199,13,0,17,0,0,0,0,0,0,0,0,0,0,0
200,1,0,0,0,0,1,0,1,0,0,0,0,0,0
201,15,0,3,2,0,17,0,0,0,0,0,0,0,0
202,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203,4,0,0,0,0,0,0,0,0,0,0,0,0,0
204,8,0,0,16,0,20,0,6,0,14,10,20,6,1
205,2,0,0,0,2,0,0,0,0,0,0,0,0,0
206,14,0,1,0,0,0,0,17,11,4,10,1,4,3
207,18,0,0,0,0,0,15,9,0,0,0,0,0,0
208,20,0,0,0,0,0,0,14,0,4,0,6,0,3
209,6,12,0,9,0,12,0,1,13,9,8,16,2,18
210,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,16,0,0,0,2,0,0,4,0,12,0,13,0,0
212,17,0,0,0,0,6,0,16,0,12,0,8,5,10
213,18,0,0,0,0,0,0,18,11,5,20,13,3,6
214,19,0,0,12,0,0,0,5,4,20,10,17,17,9
215,13,0,0,0,0,0,0,0,0,0,0,0,0,0
216,13,0,0,17,15,1,0,4,0,9,0,0,0,0
217,2,0,0,0,1,1,0,1,0,0,0,0,0,0
218,12,0,0,0,0,0,0,0,0,0,0,0,0,0
219,6,0,0,17,17,17,0,0,0,0,0,0,0,0
220,11,0,0,0,9,0,0,13,0,12,0,0,0,0
221,11,0,19,0,0,0,0,4,0,0,0,0,0,0
222,7,0,0,0,0,0,0,11,0,4,0,0,0,0
223,1,0,0,0,0,14,0,20,13,8,3,16,5,8
224,6,0,0,17,0,13,0,19,0,0,0,0,0,0
225,8,0,0,0,0,0,0,0,0,0,0,0,0,0
226,19,0,14,17,0,0,0,1,0,6,0,0,0,0
227,4,0,0,0,14,10,0,16,0,17,0,0,0,0
228,7,0,0,0,0,0,0,0,0,0,0,0,0,0
229,10,0,0,8,0,0,0,1,0,7,0,15,14,4
230,9,0,0,0,0,0,0,0,0,0,0,0,0,0
231,8,0,0,0,0,3,0,8,0,0,0,0,0,0
232,17,0,0,0,11,0,0,7,0,20,0,5,0,3
233,1,0,0,0,0,0,0,0,0,0,0,0,0,0
234,19,0,18,0,0,0,0,19,0,10,0,19,0,0
235,18,0,7,0,0,0,0,18,0,14,0,19,0,5
236,2,0,0,17,0,0,0,1,0,0,0,0,0,0
237,17,0,0,10,0,0,0,4,0,17,0,20,15,12
238,9,10,2,0,8,0,0,15,0,9,0,0,0,0
239,1,0,3,0,0,0,0,9,0,0,0,0,0,0
240,1,0,0,3,16,0,0,9,0,0,0,0,0,0
241,1,0,0,0,2,4,0,18,0,0,0,0,0,0
242,7,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1,0,0,0,1,0,0,2,0,0,0,0,0,0
244,4,0,0,0,0,0,0,3,5,2,8,9,6,7
245,3,0,0,0,0,1,11,20,0,18,0,9,0,3
246,4,0,0,0,0,0,0,0,0,0,0,0,0,0
247,17,0,0,0,0,0,0,0,0,0,0,0,0,0
248,4,0,0,0,4,0,0,1,0,5,0,16,0,9
249,18,0,0,0,0,0,0,0,0,0,0,0,0,0
250,13,0,0,0,0,0,0,12,11,12,18,10,4,2
251,14,0,0,16,0,0,0,14,0,10,0,3,0,0
252,10,0,0,5,16,0,0,6,0,0,0,0,0,0
253,15,0,0,17,0,17,0,11,0,11,0,7,0,1
254,1,0,2,0,0,0,0,0,0,0,0,0,0,0
255,14,0,0,0,0,0,0,8,0,18,0,10,0,0
256,15,0,0,0,0,0,0,20,0,3,0,0,0,0
257,2,0,0,1,0,0,0,1,0,0,0,0,0,0
258,8,0,0,0,0,16,8,1,0,0,0,0,0,0
259,17,0,0,0,1,0,0,16,16,10,1,2,11,17
260,7,0,4,13,0,0,0,1,1,17,4,3,9,11
261,3,20,0,0,17,0,0,3,0,3,0,6,14,3
262,14,0,2,0,0,6,0,11,0,15,0,13,14,7
263,6,0,0,0,0,0,0,0,0,0,0,0,0,0
264,17,0,0,5,0,14,0,13,0,15,0,6,0,0
265,6,0,0,0,0,2,0,13,0,0,0,0,0,0
266,7,0,0,0,17,0,0,2,0,0,0,0,0,0
267,11,0,4,4,1,19,18,0,0,0,0,0,0,0
268,1,0,0,0,1,2,2,2,0,0,0,0,0,0
269,6,0,8,0,0,5,0,17,0,16,0,0,0,0
270,2,0,0,0,0,0,0,0,0,0,0,0,0,0
271,5,0,0,0,0,0,20,9,0,0,0,0,0,0
272,2,0,0,6,0,10,0,19,0,14,0,0,0,0
273,1,0,0,0,0,2,0,2,0,0,0,0,0,0
274,15,0,7,0,0,0,0,0,0,0,0,0,0,0
275,4,0,0,19,0,9,0,15,0,12,0,15,7,4
276,12,0,0,0,0,0,0,0,0,0,0,0,0,0
277,4,0,9,0,0,0,20,4,0,16,0,12,3,13
278,2,0,0,0,0,0,1,1,0,0,0,0,0,0
279,10,0,0,0,17,0,0,1,0,7,0,5,2,15
280,19,0,0,0,0,10,0,0,0,0,0,0,0,0
281,2,0,0,0,15,0,0,13,0,8,0,0,0,0
282,2,15,0,0,0,6,0,19,19,16,17,1,11,4
283,3,0,0,0,0,0,0,11,0,0,0,0,0,0
284,14,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1,0,0,0,8,0,0,18,0,11,0,10,0,17
286,2,0,0,0,2,0,0,2,0,0,0,0,0,0
287,7,0,0,2,0,0,0,14,0,0,0,0,0,0
288,17,0,0,15,0,0,0,14,18,15,15,8,18,15
289,15,0,0,0,18,0,13,4,0,0,0,0,0,0
290,17,0,0,20,0,18,0,20,0,17,0,0,0,0
291,2,0,5,3,0,0,0,17,0,20,0,16,0,16
292,17,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1,0,0,0,0,18,0,9,6,16,1,9,3,6
294,11,0,0,0,0,7,0,0,0,0,0,0,0,0
295,18,0,0,14,14,0,0,8,6,18,4,6,1,16
296,18,0,0,0,0,12,0,12,0,18,0,10,0,0
297,18,0,0,0,0,0,0,0,0,0,0,0,0,0
298,1,0,0,1,0,0,0,1,0,0,0,0,0,0
299,4,0,0,0,17,0,0,3,0,15,12,3,3,3
300,20,0,0,16,0,8,0,0,0,0,0,0,0,0
301,4,0,0,0,0,0,0,0,0,0,0,0,0,0
302,19,0,0,0,0,0,0,0,0,0,0,0,0,0
303,6,0,0,11,0,0,0,1,0,0,0,0,0,0
304,2,0,0,0,0,0,0,0,0,0,0,0,0,0
305,20,0,0,0,0,0,0,0,0,0,0,0,0,0
306,16,0,0,19,10,0,0,20,0,4,0,15,0,13
307,13,0,0,12,0,3,0,4,16,17,19,1,15,14
308,1,0,0,0,0,1,0,0,0,0,0,0,0,0
309,4,0,0,0,0,0,3,14,0,11,0,1,0,15
310,3,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1,0,2,0,0,0,0,0,0,0,0,0,0,0
312,13,0,0,0,0,0,0,2,0,11,0,20,0,0
313,6,13,0,0,0,0,0,0,0,0,0,0,0,0
314,8,0,0,0,0,0,0,13,10,18,20,15,4,14
315,15,0,0,20,0,0,0,16,10,15,7,5,12,5
316,10,0,0,0,0,5,0,1,6,1,17,1,15,13
317,16,0,0,17,0,8,0,4,0,0,0,0,0,0
318,4,0,0,0,0,0,0,0,0,0,0,0,0,0
319,8,0,0,0,0,0,0,19,0,12,0,9,0,0
320,13,0,0,0,0,0,0,0,0,0,0,0,0,0
321,1,0,0,2,2,0,0,2,0,0,0,0,0,0
322,1,0,0,1,0,0,0,2,0,0,0,0,0,0
323,3,1,0,0,0,0,0,15,0,8,0,0,0,0
324,13,0,0,15,0,9,0,4,10,13,1,3,9,2
325,3,0,0,0,0,0,0,2,0,13,0,14,0,17
326,6,0,0,0,0,0,0,19,0,7,17,9,10,2
327,10,0,19,0,0,0,0,11,0,20,0,17,16,2
328,2,0,0,0,0,0,0,0,0,0,0,0,0,0
329,14,0,0,0,8,19,0,12,11,7,10,1,18,20
330,2,0,0,0,0,0,0,0,0,0,0,0,0,0
331,1,0,0,1,0,2,2,1,0,0,0,0,0,0
332,19,0,0,0,6,0,0,16,0,18,0,0,0,0
333,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,11,0,0,0,15,0,0,0,0,0,0,0,0,0
335,10,0,0,0,0,1,0,6,17,16,11,19,10,20
336,6,0,0,0,0,0,0,7,0,17,0,17,0,11
337,14,0,0,0,0,19,0,9,0,7,15,9,12,1
338,7,0,10,20,0,0,18,11,0,13,0,8,0,18
339,12,0,0,0,0,0,0,0,0,0,0,0,0,0
340,14,0,8,0,0,0,0,19,0,0,0,0,0,0
341,19,0,0,20,0,17,0,0,0,0,0,0,0,0
342,6,0,0,0,0,11,0,6,0,2,0,10,17,8
343,17,9,0,1,0,16,0,18,0,20,0,6,0,0
344,12,0,0,0,0,0,0,0,0,0,0,0,0,0
345,4,13,0,0,0,5,0,20,3,14,1,8,4,19
346,13,0,0,0,0,0,0,16,0,0,0,0,0,0
347,19,0,0,0,0,7,0,19,11,16,10,2,18,5
348,7,0,0,0,0,9,0,0,0,0,0,0,0,0
349,8,0,0,0,0,0,0,0,0,0,0,0,0,0
350,11,0,0,0,0,0,0,18,0,8,12,8,7,12
351,1,0,0,0,0,0,1,2,0,0,0,0,0,0
352,10,0,0,0,0,0,0,0,0,0,0,0,0,0
353,12,0,19,7,0,5,0,1,0,0,0,0,0,0
354,9,0,0,0,0,0,0,3,0,0,0,0,0,0
355,16,0,0,7,0,0,0,11,7,14,9,16,11,12
356,16,0,0,0,0,0,9,6,0,2,0,8,0,0
357,2,0,0,0,0,0,0,0,0,0,0,0,0,0
358,10,0,0,0,10,0,0,13,0,5,0,0,0,0
359,1,0,0,0,0,0,0,0,0,0,0,0,0,0
360,15,0,0,13,19,3,0,15,0,19,7,13,16,7
361,2,0,0,0,0,3,0,2,0,0,0,0,0,0
362,3,7,0,0,0,0,17,15,0,3,14,2,20,13
363,11,0,0,0,0,0,0,0,0,0,0,0,0,0
364,13,0,0,0,0,0,0,6,0,7,0,2,8,5
365,16,0,3,0,0,0,0,0,0,0,0,0,0,0
366,3,0,0,0,0,0,0,0,0,0,0,0,0,0
367,13,0,0,0,4,0,0,13,0,0,0,0,0,0
368,9,0,13,0,0,0,15,6,0,0,0,0,0,0
369,3,0,0,0,0,0,0,0,0,0,0,0,0,0
370,7,0,1,0,17,0,0,17,0,12,0,14,0,14
371,14,0,0,6,0,7,0,4,11,11,17,14,15,20
372,12,0,0,14,18,0,0,6,0,9,16,20,13,10
373,5,0,0,14,0,0,0,19,0,10,0,0,0,0
374,14,0,0,0,0,0,0,0,0,0,0,0,0,0
375,1,0,0,0,0,0,1,1,0,0,0,0,0,0
376,5,0,0,0,0,9,0,8,0,0,0,0,0,0
377,9,0,10,0,0,0,0,0,0,0,0,0,0,0
378,7,0,0,0,0,0,0,0,0,0,0,0,0,0
379,8,0,0,0,0,0,0,7,0,17,0,20,6,3
380,4,0,0,0,14,0,0,0,0,0,0,0,0,0
381,2,0,0,0,0,0,0,0,0,0,0,0,0,0
382,13,20,0,0,2,0,0,5,0,0,0,0,0,0
383,1,0,0,0,2,0,0,2,0,0,0,0,0,0
384,20,0,0,0,0,12,0,4,0,3,2,14,13,5
385,2,0,0,0,0,0,0,0,0,0,0,0,0,0
386,8,0,0,0,0,2,0,17,11,16,8,11,20,15
387,13,9,7,0,11,0,0,15,0,0,0,0,0,0
388,20,0,0,0,0,0,0,0,0,0,0,0,0,0
389,1,0,2,2,0,0,0,2,0,0,0,0,0,0
390,9,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2,0,0,0,0,0,0,1,11,20,16,14,3,10
392,2,0,0,0,2,0,0,2,0,0,0,0,0,0
393,5,0,0,0,0,0,0,12,0,2,0,3,1,19
394,3,13,0,0,0,0,0,5,0,16,0,1,0,9
395,3,0,0,0,0,0,0,15,0,5,0,14,0,0
396,13,0,0,0,0,9,0,1,0,19,0,8,10,13
397,11,0,0,0,13,0,0,1,0,0,0,0,0,0
398,18,0,20,11,0,0,0,10,0,0,0,0,0,0
399,8,0,0,0,0,20,0,9,0,16,2,18,17,18
400,5,0,0,0,0,0,0,0,0,0,0,0,0,0
401,1,0,1,0,2,0,0,2,0,0,0,0,0,0
402,6,0,0,3,0,19,13,10,0,0,0,0,0,0
403,9,0,0,0,0,0,0,11,0,18,0,16,0,0
404,10,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2,0,0,0,0,2,0,1,0,0,0,0,0,0
406,17,0,0,0,14,0,0,19,0,0,0,0,0,0
407,14,0,0,0,0,3,0,9,0,0,0,0,0,0
408,17,0,0,0,0,0,0,0,0,0,0,0,0,0
409,14,0,11,13,0,0,0,12,0,14,0,3,0,17
410,12,0,0,0,0,0,0,0,0,0,0,0,0,0
411,1,0,0,0,0,1,0,0,0,0,0,0,0,0
412,19,0,20,0,15,11,0,5,0,18,0,17,0,0
413,1,0,0,0,0,0,0,2,0,0,0,0,0,0
414,7,0,0,1,0,10,0,8,12,20,11,10,5,5
415,9,0,0,0,0,0,6,17,15,20,2,13,12,3
416,1,0,0,0,20,0,0,10,8,3,7,16,1,4
417,15,0,0,14,15,20,0,2,0,9,0,0,0,0
418,18,0,0,0,0,15,0,0,0,0,0,0,0,0
419,13,0,0,0,11,0,0,2,0,19,0,12,0,0
420,17,0,0,0,2,0,3,12,0,0,0,0,0,0
421,10,0,2,0,0,0,0,18,13,9,4,11,1,18
422,14,0,0,0,0,0,0,11,0,7,0,20,0,0
423,17,0,0,0,16,5,0,13,0,13,0,0,0,0
424,11,0,0,0,19,12,0,4,0,4,0,16,1,12
425,9,0,0,0,0,0,0,0,0,0,0,0,0,0
426,6,0,0,0,0,0,0,2,0,20,0,12,0,0
427,10,0,0,0,0,3,0,1,3,7,1,5,8,14
428,16,0,0,0,0,0,0,0,0,0,0,0,0,0
429,20,0,0,0,0,0,0,0,0,0,0,0,0,0
430,10,0,0,0,0,1,0,3,0,8,0,20,0,0
431,20,0,3,0,0,17,0,17,0,0,0,0,0,0
432,9,0,0,0,0,0,0,0,0,0,0,0,0,0
433,8,0,11,1,9,0,0,4,0,12,0,0,0,0
434,19,0,15,20,10,0,0,9,8,4,1,4,12,6
435,12,0,0,2,6,1,0,13,0,14,0,0,0,0
436,19,0,0,0,11,8,0,20,0,0,0,0,0,0
437,2,0,0,0,0,0,0,0,0,0,0,0,0,0
438,1,0,0,0,0,2,0,2,0,0,0,0,0,0
439,17,0,0,0,0,0,0,15,0,6,0,13,0,14
440,16,0,20,17,8,0,0,16,15,17,19,18,12,11
441,1,0,6,0,0,0,0,19,0,18,0,0,0,0
442,4,0,0,0,0,2,0,8,0,0,0,0,0,0
443,3,0,0,8,0,0,0,14,7,11,17,12,8,17
444,19,0,11,0,0,17,0,13,0,0,0,0,0,0
445,7,0,0,11,0,4,0,4,8,13,10,19,19,17
446,1,0,0,0,2,1,0,2,0,0,0,0,0,0
447,19,0,0,0,0,0,0,15,14,19,13,12,20,1
448,17,0,0,16,0,8,0,11,0,5,0,7,0,0
449,4,0,0,0,0,0,0,14,0,5,0,18,15,19
450,2,0,0,18,0,19,0,15,0,7,0,0,0,0
451,17,0,9,0,0,10,0,7,18,14,19,11,9,9
452,7,0,0,0,0,0,0,12,0,17,0,17,3,10
453,7,0,16,0,0,0,0,0,0,0,0,0,0,0
454,9,0,6,0,18,0,0,10,6,1,15,4,17,12
455,17,0,15,0,3,0,0,11,9,14,11,6,7,16
456,17,0,0,0,0,0,0,0,0,0,0,0,0,0
457,18,0,20,0,0,2,0,11,15,12,19,14,16,10
458,1,0,0,2,0,0,0,1,0,0,0,0,0,0
459,20,0,13,0,0,0,0,0,0,0,0,0,0,0
460,2,0,4,14,16,0,0,20,5,11,5,11,12,14
